beer_beerid,beer_name,brewery_name,review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_abv
20553,Old Dusseldorf Alt,Little Apple Brewing Company,3.5,3,3,Altbier,3,3.5,
47749,Old Forge Alt,Old Forge Brewing Company,4,3.5,4,Altbier,4,3.5,
17389,Old Hat Alt Bier,Old Hat Brewery & Grill,3,2.5,3,Altbier,3,2.5,
8044,Organic Alt Bier,Flat Branch Pub & Brewery,3.5,4,4,Altbier,3.5,3.5,
50836,Organic Das A.T.L. Alt,Five Seasons Westside,4.5,3.5,3.5,Altbier,4,4,
31836,Ramstein Circa Alternator Alt,High Point Brewing Company,5,4.5,4.5,Altbier,4.5,4.5,
41936,Redhead Amber Ale,The Brew Brothers,4,4,3,Altbier,3.5,4,
12696,Route 66 Alt,Route 66 Brewery,3.5,3,4,Altbier,3.5,3,
4988,Saint Adrian's Alt,Capitol City Brewing Company,4.5,4,4,Altbier,3.5,4.5,
49119,San Andreas Alt,Steelhead Brewing Co.,3.5,3.5,3.5,Altbier,2,3,
2885,Schlafly Altbier,Saint Louis Brewery / Schlafly Tap Room,4,3.5,4,Altbier,3.5,4,
20274,'Sconnie Rustic Trail Amber,Wm. Kuether Brewing,3,3,3,Altbier,2.5,3,
58665,Sticke Alt,Chuckanut Brewery & Kitchen,4.5,3.5,3.5,Altbier,4,3.5,
6909,Summit Alt Bier,Summit Brewing Company,3,3,3,Altbier,3,3,
40934,Sunday River Alt,Sunday River Brewing Co.,3.5,3.5,3.5,Altbier,3,3.5,
19865,Sympony Ale,Capitol City Brewing Company,2,2.5,3,Altbier,2.5,2,
33250,Two Rows King Louis Ale,Two Rows Restaurant & Brewery,4.5,3.5,4,Altbier,4,4,
36401,Two Rows Turbocharger,Two Rows Restaurant & Brewery,3.5,4,2.5,Altbier,3,3.5,
27923,Ur Alt,Widmer Brothers Brewing Company,4,3.5,4.5,Altbier,3,3.5,
16332,Urhahn Helles Alt,Auerhahn Bräu Schlitz GmbH,4.5,3.5,5,Altbier,5,4,
74546,Vampire Bite,Empyrean Brewing Company,3,2.5,3.5,Altbier,3.5,3.5,
39728,Yankee Sticke,1516 Brewing Company,5,5,4.5,Altbier,4.5,4.5,
51237,Zierholz Amber Ale,Zierholz Premium Brewery,4,4,3,Altbier,3.5,3.5,
25066,Carling Black Label Big 10%,Molson Coors Canada,5,5,5,American Adjunct Lager,5,5,10
4851,Zhiguly Ale,Gubernija Brewery,5,5,4,American Adjunct Lager,4.5,4.5,8.2
24841,Carling Black Label Suprême 8.0%,Molson Coors Canada,3,2.5,3,American Adjunct Lager,1.5,2.5,8
36405,Dagon Extra Strong,Dagon Brewery,3.5,2,2.5,American Adjunct Lager,3,3.5,8
21345,"Stockholm Fine Festival Beer 7,2%",Krönleins Bryggeri AB,4,4,4,American Adjunct Lager,4,4,7.2
66197,Boxer Ice,Minhas Craft Brewery,1.5,2,3,American Adjunct Lager,1.5,2,7.1
1896,Kingfisher Strong,United Breweries - UB Group,4.5,4,3.5,American Adjunct Lager,4,3.5,7.1
9028,Aguila Imperial Edicion Especial,Cervecería Bavaria,3.5,2,2,American Adjunct Lager,3,3,6.9
30444,Chester County Lightning,Sly Fox Brewing Company,3.5,4,3.5,American Adjunct Lager,3,3.5,6.8
17791,Molson Dry Cold Shots,Molson Coors Canada,4.5,1.5,2,American Adjunct Lager,2,2,6.55
36742,Bucanero Max,Cerveceria Bucanero S.A.,4,2.5,3,American Adjunct Lager,4,3.5,6.5
66132,Cheers X-tra Beer,Thai Asia Pacific Brewery Company Limited,2,2,3,American Adjunct Lager,2.5,2,6.5
38500,Cold Ultra Chill,"Carlton & United Breweries, Ltd.",2,1.5,3,American Adjunct Lager,2,1.5,6.5
8818,Dave's Ice,Molson Coors Canada,2.5,3,2,American Adjunct Lager,3,2.5,6.5
5329,Great Western Gold,Great Western Brewing,2,3,4,American Adjunct Lager,2.5,1.5,6.5
7304,Hi Dry,Molson Coors Canada,5,3,3,American Adjunct Lager,3,4.5,6.5
55340,Kickstand Pre-Prohibition Lager,Bear Republic Brewing Co.,4.5,4.5,4,American Adjunct Lager,4.5,4.5,6.5
75370,Kuhnhenn Imperial Classic American Pilsner,Kuhnhenn Brewing Company,4,3,3.5,American Adjunct Lager,4,3.5,6.5
37210,XXXX Special Brew,Castlemaine Perkins,4,2,3.5,American Adjunct Lager,4,3,6.5
7609,Chang Beer (Domestic),Cosmos Brewery (Thai Beverage Plc.),4.5,3,2.5,American Adjunct Lager,3,3.5,6.4
7979,Ironhorse,Pacific Western Brewing Company,2,2,2.5,American Adjunct Lager,2.5,2,6.4
32728,San Mig Strong Ice,San Miguel Corporation,2,1.5,2,American Adjunct Lager,2,2,6.3
45308,Simpler Times Lager,Minhas Craft Brewery,5,4.5,4,American Adjunct Lager,4,5,6.2
74902,Tundra Ice,Minhas Craft Brewery,2.5,2,1.5,American Adjunct Lager,2.5,3,6.2
8676,Black Ice,Molson Coors Canada,5,2.5,4,American Adjunct Lager,3,3,6.1
7434,Águila Imperial,Cervecería De Barranquilla,3.5,3,3,American Adjunct Lager,3,3.5,6
3378,Brador,Molson Coors Canada,5,4,5,American Adjunct Lager,5,4.5,6
15392,Carlton Cold Shot,"Carlton & United Breweries, Ltd.",1,1,1.5,American Adjunct Lager,1,1.5,6
32756,Milwaukee Premium Brewing Company Classic Ice,"City Brewing Company, LLC",5,3,5,American Adjunct Lager,4,4,6
17431,Molson Canadian Cold Shots,Molson Coors Canada,4,3,3.5,American Adjunct Lager,3.5,3,6
9332,Moosehead Dry Ice,Moosehead Breweries Ltd.,4.5,4,4,American Adjunct Lager,4,5,6
16989,Olympia Ice,Pabst Brewing Company,5,2,3,American Adjunct Lager,3,2,6
7972,Pabst Blue Ribbon Ice,Pabst Brewing Company,3,3.5,3,American Adjunct Lager,3,2.5,6
56794,Red Stripe Bold,Desnoes & Geddes Limited,3.5,2.5,3.5,American Adjunct Lager,3.5,3,6
46419,Session Ale #15: S.W.I.L.L.,East End Brewing Company,3.5,3.5,4,American Adjunct Lager,4,3.5,6
3436,Tiinima,Cerveza De Cuba,2.5,3,3,American Adjunct Lager,2.5,3,6
12505,Wuerzburger Lager,The Lion Brewery Restaurant,4,3.5,3.5,American Adjunct Lager,3,3.5,6
49214,"""Not Guilty"" 1924 Deer Brand",August Schell Brewing Company,4.5,3,3.5,American Adjunct Lager,3,4,5.91
41957,Big City Ice,"City Brewing Company, LLC",3.5,3.5,1.5,American Adjunct Lager,1.5,3,5.9
4543,Colt Ice Beer,Pabst Brewing Company,4,2,2,American Adjunct Lager,4,3,5.9
2947,Keystone Ice,Coors Brewing Company,5,2,2,American Adjunct Lager,2,2,5.9
1347,Lakeport Strong,Lakeport Brewing Company,2.5,2,3,American Adjunct Lager,2.5,2.5,5.9
7484,Old Milwaukee Ice,Pabst Brewing Company,5,2.5,3,American Adjunct Lager,3,4,5.9
6986,Rainier Dry,Pabst Brewing Company,3,3,2.5,American Adjunct Lager,3,2.5,5.9
20535,Schmidt Ice,Pabst Brewing Company,3,2.5,3.5,American Adjunct Lager,2.5,2.5,5.9
6434,Jacob Best Ice,Pabst Brewing Company,3,2.5,3.5,American Adjunct Lager,3,2.5,5.86
6003,Frederick Scholz Ice,Old European Brewing Company,2,2,2.5,American Adjunct Lager,2,2,5.8
14296,Sibirskaya Korona Rubinovoye,Pivzavod AO Rosar,3,2.5,3,American Adjunct Lager,3,3.5,5.8
14042,Heartland Brewery Grateful Red Lager,Heartland Brewery Union Square,3.5,3,3.5,American Adjunct Lager,3,3,5.7
5844,National Bohemian Ice Beer,Pabst Brewing Company,4.5,3,5,American Adjunct Lager,5,5,5.7
11337,Argo Extra,Castel-Sakartvelo,3.5,3.5,3.5,American Adjunct Lager,2.5,3.5,5.6
8443,Carling Extra Dry,Molson Coors Canada,3,2.5,3,American Adjunct Lager,3,3,5.6
11869,Double Dry,Groupe Geloso,3,3,3,American Adjunct Lager,3,3,5.6
17296,Gylltur,Viking Brewery - Vifilfell Ltd.,4,1.5,3,American Adjunct Lager,4.5,3,5.6
17465,Harrods Knightsbridge 1849 Lager,Hofmark Brauerei,3.5,3,3.5,American Adjunct Lager,3.5,3.5,5.6
12520,Huether's Premium Lager,The Lion Brewery Restaurant,3.5,3,3,American Adjunct Lager,3,3,5.6
1359,Molson Ice,Molson Coors Canada,5,3.5,3,American Adjunct Lager,4,5,5.6
54457,Nile Special Lager,Nile Breweries (SAB),3.5,2.5,3,American Adjunct Lager,3.5,3.5,5.6
5026,Premium Beer,Brewery Urpin BB Ltd.,4,4,3.5,American Adjunct Lager,4,4,5.6
23781,Prestige,Brasserie Nationale d'Haiti,5,5,3.5,American Adjunct Lager,3,4,5.6
1722,Rainier Ice,Pabst Brewing Company,3.5,2.5,3.5,American Adjunct Lager,2,3,5.6
4955,Summer Beer,Snoqualmie Falls Brewing Company & Taproom,5,4,4,American Adjunct Lager,3.5,4,5.6
1295,Super Bock,UNICER União Cervejeira S.A.,5,4,4,American Adjunct Lager,4.5,5,5.6
10218,Víking Premium Gold,Viking Brewery - Vifilfell Ltd.,4,3.5,4,American Adjunct Lager,3,4,5.6
2447,Amarit NB,"Thai Amarit Brewery Co., Ltd.",3,2.5,3,American Adjunct Lager,2.5,3,5.5
5194,Angkor Beer,Cambrew / Angkor Brewery,4,3,3,American Adjunct Lager,3.5,3.5,5.5
58017,Batch 19,Coors Brewing Company,4,4,3.5,American Adjunct Lager,3.5,4,5.5
7366,Brahma Extra,Companhia Cervejaria Brahma,4.5,3,3.5,American Adjunct Lager,3,4,5.5
59694,Cariboo Honey Lager,Pacific Western Brewing Company,3,2.5,3.5,American Adjunct Lager,2.5,3,5.5
32149,Carling Black Label Ice,Molson Coors Canada,3.5,2.5,1.5,American Adjunct Lager,2.5,2.5,5.5
54651,Carling Ice,Molson Coors Canada,3.5,3.5,3.5,American Adjunct Lager,3,4,5.5
17550,Cinco Estrellas,Mahou S.A.,4,2.5,4,American Adjunct Lager,5,3.5,5.5
2799,Dam Lager,Backwoods Brewing,3,3,3,American Adjunct Lager,3,3,5.5
5481,Estrella Galicia,"Hijos De Rivera, S.A.",4.5,3,3,American Adjunct Lager,3.5,3.5,5.5
25686,Fosters Special Bitter,"Carlton & United Breweries, Ltd.",4,3,4,American Adjunct Lager,3,4,5.5
57899,Game Day Ice,"City Brewing Company, LLC",3,1.5,2.5,American Adjunct Lager,2,2,5.5
3293,Genesee Ice Beer,Genesee Brewing Co. / Dundee Brewing Co.,4,2,3.5,American Adjunct Lager,3,3.5,5.5
42504,Gorkha,Gorkha Brewery,3,3,3.5,American Adjunct Lager,3,3,5.5
2659,Hatuey Lager Beer,Hatuey Brewery,4.5,3,3,American Adjunct Lager,4,4,5.5
9878,Jack Russell All American Premium Lager,Jack Russell Brewing Company,4,3.5,3.5,American Adjunct Lager,3.5,3.5,5.5
2323,KB Tooth Lager,"Carlton & United Breweries, Ltd.",4,3,3,American Adjunct Lager,3.5,3.5,5.5
1377,Lakeport Ice,Lakeport Brewing Company,5,3.5,5,American Adjunct Lager,4,3.5,5.5
12096,Molson Canadian Ice,Molson Coors Canada,4.5,2.5,3.5,American Adjunct Lager,3.5,3,5.5
7305,Molson Dry,Molson Coors Canada,5,3,2,American Adjunct Lager,4,4,5.5
6169,Molson Special Dry,Molson Coors Canada,3.5,3,3.5,American Adjunct Lager,3,3.5,5.5
6165,Moosehead Premium Dry,Moosehead Breweries Ltd.,4,3,3.5,American Adjunct Lager,3,3.5,5.5
58386,Mountain Brew Beer Ice,Genesee Brewing Co. / Dundee Brewing Co.,5,2,3,American Adjunct Lager,5,4,5.5
62084,Mountain Crest Classic,Minhas Craft Brewery,4,2.5,3,American Adjunct Lager,3,3,5.5
14816,P'tit Train Du Nord,Micro-brasserie Saint-Arnould,4,4,2,American Adjunct Lager,2.5,4,5.5
20007,Silver,Steelback Brewery,2.5,1.5,3,American Adjunct Lager,3,2.5,5.5
33466,Silver Springs Classic Lager,Backwoods Imports Inc.,3,2,2,American Adjunct Lager,3.5,3,5.5
2059,Slavutic Yekstra,Slavutych Brewery,3.5,3.5,3,American Adjunct Lager,3.5,2,5.5
42444,Steinburg,Font Salem,1.5,1,3,American Adjunct Lager,3,1,5.5
13910,Tiger Classic Special Edition,Asia Pacific Breweries Ltd.,2.5,3,3,American Adjunct Lager,2.5,2.5,5.5
40079,Yankee Jim Honey Ice,Big Hole Brewing Company,3.5,3.5,2.5,American Adjunct Lager,3,3,5.5
30168,Yankee Jim Ice,Big Hole Brewing Company,2.5,2.5,2.5,American Adjunct Lager,2.5,2.5,5.5
13458,Admiral Kolchak,Irkutskpisheprom,3,3,3.5,American Adjunct Lager,3,2.5,5.4
32771,Alhambra Especial,"Grupo Cervezas Alhambra, SL",5,3,3.5,American Adjunct Lager,4.5,4,5.4
55845,Archa Beer,Cosmos Brewery (Thai Beverage Plc.),3.5,2,2.5,American Adjunct Lager,2.5,3,5.4
18760,Bucanero Fuerte,Cerveceria Bucanero S.A.,4,3,3.5,American Adjunct Lager,3.5,3.5,5.4
40619,Cubanero Fuerte,Cerveceria Bucanero S.A.,3,2.5,3,American Adjunct Lager,2.5,2.5,5.4
12723,Especial,Melo Abreu / Fabrica de Cervejas e Refrigerantes,4,3,3,American Adjunct Lager,3.5,3,5.3
24578,Lompeizer,New Old Lompoc Brewery,4,3,3.5,American Adjunct Lager,3.5,3.5,5.3
5789,Windhoek Special,Namibia Breweries Limited,4,3,4,American Adjunct Lager,3.5,3.5,5.3
10083,Yarpivo Amber (Yantarnoye),Baltika Breweries,5,3.5,4,American Adjunct Lager,3.5,4.5,5.3
15151,Alexander,AS Tartu Õlletehas,4.5,4,4,American Adjunct Lager,4,4.5,5.2
5414,Ambar Especial,La Zaragozana S.A.,4.5,3,3.5,American Adjunct Lager,3.5,4,5.2
65236,Chakra Premium Lager,Genesee Brewing Co. / Dundee Brewing Co.,3,3,3,American Adjunct Lager,2.5,2.5,5.2
70491,Corn Flakes Cream Lager,Mother Earth Brew Co.,3,3,3.5,American Adjunct Lager,3.5,3,5.2
22307,Crocodile Original,Krönleins Bryggeri AB,3,4,2,American Adjunct Lager,2.5,2.5,5.2
44734,De Leckere - Drie,Brouwerij De Leckere,4.5,3.5,3.5,American Adjunct Lager,4,3.5,5.2
53880,El Rey Mexican Style Ale,Sprecher Brewing Company,5,5,4,American Adjunct Lager,4,4,5.2
14687,Estrella Damm,Damm S. A.,5,4,4,American Adjunct Lager,5,5,5.2
28566,Flame Beer,DB Breweries Ltd.,1.5,1.5,2,American Adjunct Lager,1.5,1.5,5.2
6264,Honey Pilsner,Amherst Brewing Co.,4.5,3.5,3.5,American Adjunct Lager,4.5,4,5.2
41598,Iguazu,Cervecería y Maltería Quilmes / Grupo Bemberg,2,2,3,American Adjunct Lager,2,2,5.2
16848,Nik Gold,Trebjesa Brewery,4,4,4,American Adjunct Lager,4,4.5,5.2
5293,Niksicko Pivo,Trebjesa Brewery,4.5,3.5,4,American Adjunct Lager,4,4.5,5.2
50729,Pennsylvania Lager,Hometown Beverages Brewing Company,4,4,4,American Adjunct Lager,4,4,5.2
17806,Ringneck Big Woody Lager,The Brew Kettle Taproom & Smokehouse / Production Works,4.5,3,3.5,American Adjunct Lager,3.5,4,5.2
3655,Saku Hele,Saku Brewery LTD,5,3.5,4,American Adjunct Lager,4,4.5,5.2
43464,Sands Beer,Bahamian Brewery Beverage & Co. Ltd.,4,2.5,3,American Adjunct Lager,3,3,5.2
5342,Southwark Premium,South Australia Brewing Co.,3,2.5,4,American Adjunct Lager,3,3,5.2
13850,Stag,Pabst Brewing Company,5,5,5,American Adjunct Lager,5,5,5.2
15269,Víking Jólabjór,Viking Brewery - Vifilfell Ltd.,4.5,3,2.5,American Adjunct Lager,3,2.5,5.2
33288,Yellow Moon Rice'n,Lunar Brewing,4.5,4,4,American Adjunct Lager,4.5,4,5.2
65978,1811 Pre-Prohibition Lager,Fort George Brewery + Public House,5,4.5,5,American Adjunct Lager,4.5,5,5.1
47133,Imperial Silver,Cerveceria Costa Rica,2,1.5,2.5,American Adjunct Lager,2,1.5,5.1
73222,Magna Special Craft,Compañía Cervecera de Puerto Rico,3,2,3,American Adjunct Lager,2,2.5,5.1
11526,Skinner,Gem Of The Sea Brewing Co.,3.5,3,3,American Adjunct Lager,3,3,5.1
15544,Svitle Traditziyne,Rogan Brewery,3,3,3,American Adjunct Lager,3,3,5.1
60725,10 Maradó,Cerveceria Revolucion,3.5,3,3,American Adjunct Lager,3.5,3.5,5
15047,3 Coins Malt Lager,McCallum Brewery,4,3.5,3,American Adjunct Lager,2.5,3,5
9296,Alpine Lager,Moosehead Breweries Ltd.,5,3,2.5,American Adjunct Lager,3.5,5,5
61474,Asmara Lager Beer,Asmara Breweries,4,3.5,3.5,American Adjunct Lager,3,3.5,5
6551,Balashi,Browerij Nacional Balashi,5,2,3,American Adjunct Lager,4,4,5
68372,Balashi Chill,Browerij Nacional Balashi,2.5,2,2,American Adjunct Lager,3,2.5,5
44709,Bali Hai Draft Beer,PT Bali Hai Brewery Indonesia,3.5,2.5,3,American Adjunct Lager,3,2.5,5
16767,Bali Hai Premium,PT Bali Hai Brewery Indonesia,4,2.5,2.5,American Adjunct Lager,3,3,5
73026,Bear Paw Honey Lager,Whistler Brewing Company,3,2.5,3.5,American Adjunct Lager,3,3,5
59477,Beer Beer,Drummond Brewing Company,3.5,3,3,American Adjunct Lager,3.5,3,5
27080,Belgh Brasse Taïga,Brasserie Belgh Brasse,3.5,2.5,1.5,American Adjunct Lager,3.5,3,5
17098,Bintara Lager,Bintara Brewery,4,4,4,American Adjunct Lager,4,4,5
19845,Black Horse,Molson Coors Canada,3.5,3,2.5,American Adjunct Lager,3,3,5
62844,Blanco Basura,Cervecera Mexicana S.A. De C.V.,3.5,3.5,3,American Adjunct Lager,3,3.5,5
19980,Blue Girl Beer,"Oriental Brewery Co., Ltd",4,3.5,3.5,American Adjunct Lager,3.5,3.5,5
34838,Blue Ice,San Miguel Corporation,2,2,2,American Adjunct Lager,2,2,5
13414,Bohemian,Molson Coors Canada,5,2.5,3.5,American Adjunct Lager,3,3.5,5
31620,Boss Beer,Bowen Island Brewing Co. Ltd.,2.5,2.5,2,American Adjunct Lager,2.5,3,5
26547,Bowen Island Lager,Bowen Island Brewing Co. Ltd.,4,4,4,American Adjunct Lager,4,3.5,5
62061,Boxer Lager,Minhas Craft Brewery,5,3,3,American Adjunct Lager,3,3,5
7447,Brahma Chopp,Companhia Cervejaria Brahma,4.5,3,3,American Adjunct Lager,4,4,5
6166,Brava Cerveza,Lakeport Brewing Company,4.5,3,3,American Adjunct Lager,3,3,5
11806,Brava Lime,Lakeport Brewing Company,3,2.5,3,American Adjunct Lager,3,2.5,5
77166,Brewhouse Honey Lager,Great Western Brewing,3,2,4,American Adjunct Lager,3,3,5
27180,Brewhouse Pilsener,Great Western Brewing,4.5,2,2.5,American Adjunct Lager,2,2.5,5
52916,Brown's Aussie Lager,Brown's Brewing Company,2.5,3,4.5,American Adjunct Lager,3.5,2.5,5
27275,Byron Bay Premium Ale,Byron Bay Brewing,4,4,3.5,American Adjunct Lager,3.5,3.5,5
65125,Cabbage Hill Pilsner,Iron Hill Brewery & Restaurant,4.5,3.5,4,American Adjunct Lager,3.5,4,5
17792,Calgary Export Beer,Molson Coors Canada,3.5,3.5,3,American Adjunct Lager,3,3.5,5
27680,Canadian Whitetail Smooth Lager,Mano's Grill & Brewhouse,1,1,1.5,American Adjunct Lager,1,1,5
8617,Carling Black Label,Molson Coors Canada,5,4,4,American Adjunct Lager,4,4,5
8292,Carling Draft,Molson Coors Canada,2,2,2,American Adjunct Lager,2,2,5
4057,Carlton Premium Dry,"Carlton & United Breweries, Ltd.",4,4,3,American Adjunct Lager,4,3.5,5
4463,Cascade Premium Lager,Cascade Brewery Company Ltd.,4.5,4,4,American Adjunct Lager,4.5,4.5,5
4691,Castle Draught,South African Breweries plc,3,3,3.5,American Adjunct Lager,3,3,5
2476,Castle Lager,South African Breweries plc,4,2,4,American Adjunct Lager,4,2.5,5
30503,Ceylon Pride Smooth Lager Beer,Hepworth & Co. (Brewers) Ltd.,3,3,3.5,American Adjunct Lager,3,3,5
39875,Chang Beer (Export),Cosmos Brewery (Thai Beverage Plc.),5,3.5,4,American Adjunct Lager,4.5,4.5,5
56435,Cheers Beer,Thai Asia Pacific Brewery Company Limited,3.5,2.5,3,American Adjunct Lager,3,3,5
5181,Club Premium Lager,Accra Brewery Limited,4,3,3,American Adjunct Lager,3,3,5
27931,Cobra,United Breweries - UB Group,4,3.5,3,American Adjunct Lager,3.5,3,5
25403,CO-OP Gold Premium Lager,Great Western Brewing,3,2.5,3,American Adjunct Lager,3,3,5
1276,Coors,Coors Brewing Company,5,2.5,1.5,American Adjunct Lager,3,3,5
1466,Coors Extra Gold,Coors Brewing Company,5,4,4,American Adjunct Lager,4,4.5,5
3741,Cristal,Union De Cervecerias Peruanas Backus y Johnston,4.5,3,3.5,American Adjunct Lager,4,4,5
36404,Dagon Lager Beer,Dagon Brewery,4,3,3,American Adjunct Lager,4,2,5
1907,Dos Equis Special Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",5,5,5,American Adjunct Lager,5,5,5
70814,Druk Lager Premium Beer,Bhutan Brewery PVT Ltd,1.5,1.5,1.5,American Adjunct Lager,1.5,1.5,5
36827,Dude,Pacific Western Brewing Company,4,3.5,3,American Adjunct Lager,2.5,4,5
62237,Duff Extra,DUFF Sales & Marketing E.K.,3.5,3,4,American Adjunct Lager,3.5,2.5,5
37189,"Falcon BBQ Lager 5,0%",Carlsberg Sverige AB,3.5,2,2.5,American Adjunct Lager,3,2.5,5
14391,Flying Frog Lager,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,3.5,4,American Adjunct Lager,4,3.5,5
17617,Four Twenty Brilliant Lager,Shaftebury Brewing Company,4,3.5,3,American Adjunct Lager,4,3.5,5
50634,Gluck Pils,Brouwerij Haacht NV,4,2,2.5,American Adjunct Lager,1.5,1,5
41257,Golden King Premium Beer,King Lucky Food Industrial Corporation,2.5,1.5,3,American Adjunct Lager,3,2,5
29226,Great Western Natural Draft,Great Western Brewing,1,1.5,2.5,American Adjunct Lager,1,1,5
19612,Great Western Premium Bitter,Great Western Brewing,3.5,3,3.5,American Adjunct Lager,3.5,3,5
19746,Great Western Premium Honey Wheat,Great Western Brewing,3,3,3,American Adjunct Lager,3.5,4,5
6974,Great Western Premium Lager,Great Western Brewing,4.5,4,3,American Adjunct Lager,4,5,5
1532,Hahn Premium,Hahn Brewing Co. Pty. Ltd.,4.5,3.5,2.5,American Adjunct Lager,4,3.5,5
16946,Halida Beer,South East Asia Brewery,4.5,3.5,2,American Adjunct Lager,3,3,5
69995,Harry's Premium Lager (HPL),Harry's International Pte Ltd,1.5,1.5,3.5,American Adjunct Lager,1.5,2,5
28597,Harvest Wheat,Barley Mill Brew Pub / Trifons Pizza,3,2,3,American Adjunct Lager,3,3,5
2518,Heartland Brewery Cornhusker Lager,Heartland Brewery Union Square,4.5,4,4,American Adjunct Lager,4,3,5
28468,Hike Premium Beer,Obolon Brewery,1.5,1.5,2,American Adjunct Lager,1.5,1.5,5
5654,Hinano,Brasserie de Tahiti S.A.,4.5,3,3.5,American Adjunct Lager,3,3,5
18336,Huebert's Old Tyme Lager,Huebert Brewing Company,3.5,3.5,2.5,American Adjunct Lager,3,3,5
8827,Jack Russell Jack's Huntsman's Lager,Jack Russell Brewing Company,4.5,3.5,4,American Adjunct Lager,4,4.5,5
29976,Key West Golden Lager,Florida Beer Company,4,3,4,American Adjunct Lager,3,4,5
45868,Kingfisher Blue,United Breweries - UB Group,3.5,2.5,2.5,American Adjunct Lager,2.5,2.5,5
60331,Kingfisher Ultra,United Breweries - UB Group,2.5,1.5,3,American Adjunct Lager,3,2.5,5
6899,Kubuli,Dominica Brewery and Beverages Ltd.,4,3,4,American Adjunct Lager,4,3,5
3654,KUL,"City Brewing Company, LLC",3,2.5,3,American Adjunct Lager,3,3,5
14397,Lake Louise Lager,Wildwood Brewing Co.,2,2.5,3,American Adjunct Lager,2.5,2,5
4663,Lakeport Premium Lager,Lakeport Brewing Company,4.5,3,3,American Adjunct Lager,3,4,5
32867,Laurentina Clara,Cervejas De Moçambique,3,3,3.5,American Adjunct Lager,3.5,3,5
76656,Lillehammer Brewery Pilsner,Lillehammer Bryggeri AS,2,2.5,3,American Adjunct Lager,2,2,5
36402,Mandalay Beer,Mandalay Brewery,4,3.5,3,American Adjunct Lager,4,3.5,5
67588,Manica,Cervejas De Moçambique,2,2,4,American Adjunct Lager,3.5,2,5
37187,Marina,UNICER União Cervejeira S.A.,1.5,1.5,1.5,American Adjunct Lager,1.5,1,5
4797,Mayabe Calidad Extra,Cerveceria Bucanero S.A.,3.5,1.5,1.5,American Adjunct Lager,1.5,2,5
35064,Meta Export Lager,Meta Abo Brewery - Ethiopia,5,3,4,American Adjunct Lager,4.5,4,5
1312,Molson Canadian Lager,Molson Coors Canada,5,5,5,American Adjunct Lager,5,5,5
22924,Molson Kick,Molson Coors Canada,3,3,3,American Adjunct Lager,2,2,5
29679,Muskoka FIX Hellas Beer,Muskoka Brewery,3.5,3.5,3,American Adjunct Lager,3,3,5
24423,Natural Draft,Granville Island Brewery,2,1.5,2.5,American Adjunct Lager,2,1.5,5
9159,Natureland Organic Lager,Pacific Western Brewing Company,4,3,3.5,American Adjunct Lager,3,3.5,5
17682,Neustadt Lager,Neustadt Springs Brewery,4.5,3.5,4,American Adjunct Lager,4.5,4.5,5
12542,Original Lager,Brewsters Brewing Company & Restaurant - Oliver Square,4,3.5,3.5,American Adjunct Lager,3.5,3.5,5
8744,PAOK Premium Lage,Macedonian Thrace Brewery,3.5,3.5,3.5,American Adjunct Lager,3.5,3.5,5
13596,Parbo,Surinaamse Brouwerij N.V.,3.5,3,3,American Adjunct Lager,3,3.5,5
47384,Patricia,Fabricas Nacionales De Cerveza,4,3.5,4,American Adjunct Lager,3.5,4,5
60699,Pepper Lime Lager,Dead Frog Brewing,3,2.5,3,American Adjunct Lager,3.5,3,5
38089,Philadelphia Beer,Middle East International Investments Group/MEIIG,1.5,2,2,American Adjunct Lager,1.5,1.5,5
11304,Polar Bear Lager,Bear Brewing,3.5,4,3,American Adjunct Lager,4,3.5,5
38006,Pump Room Lager,The Pump Room,3.5,3,3,American Adjunct Lager,3.5,3.5,5
1653,PWB 360 Lager,Pacific Western Brewing Company,1,2,2.5,American Adjunct Lager,1.5,1,5
16407,Raj Cobra,United Breweries - UB Group,3.5,3,3.5,American Adjunct Lager,3.5,3.5,5
31269,Red Leaf Lager,Specklebelly's Brew Pub,2,3,4,American Adjunct Lager,2,2,5
57512,Red Star Premium,Brasserie Cardinal,1.5,3,3.5,American Adjunct Lager,1,1,5
4396,Rheingold Beer,Rheingold Brewing Co.,5,3,4,American Adjunct Lager,3,3.5,5
71053,Rhinelander Export Lager,Minhas Craft Brewery,3.5,3,3.5,American Adjunct Lager,4,3,5
28444,Roughrider Pilsner,The Tap Brewing Co. & Eatery Inc.,1.5,1.5,2,American Adjunct Lager,1.5,1.5,5
922,San Miguel Premium Lager,San Miguel Corporation,5,4,4,American Adjunct Lager,5,5,5
72236,Schneider Lager,Cervecería Schneider,2,2,3,American Adjunct Lager,3,2,5
8321,Schooner,Alexander Keith's,5,4,4.5,American Adjunct Lager,4.5,5,5
75476,Silver Lager,Minhas Craft Brewery,2,2,3,American Adjunct Lager,2,1.5,5
64004,South Africa Lager,South African Breweries plc,2,2,2,American Adjunct Lager,2,2,5
24428,Sportz Beer,Pabst Brewing Company,4,3,3.5,American Adjunct Lager,4.5,4,5
